"x1";"x2";"x3";"x4";"x5";"x6";"x7";"x8";"x9";"x10";"x11";"x12";"x13";"x14";"x15";"x16";"x17";"x18";"x19";"x20";"x21";"x22";"x23";"x24";"x25";"x26";"x27";"x28";"x29";"x30";"x31";"x32";"x33";"x34";"x35";"x36";"x37";"x38";"x39";"x40";"x41";"x42";"x43";"x44";"x45";"x46";"x47";"x48";"x49";"x50";"x51";"x52";"x53";"x54";"x55";"x56";"x57";"x58";"x59";"x60";"x61";"x62";"x63";"x64";"x65";"x66";"x67";"x68";"x69";"x70";"x71";"x72";"x73";"x74";"x75";"x76";"x77";"x78";"x79";"x80";"x81";"x82";"x83";"x84";"x85";"x86";"x87";"x88";"x89";"x90";"x91";"x92";"x93";"x94";"x95";"x96";"x97";"x98";"x99";"x100";"x101";"x102";"x103";"x104";"x105";"x106";"x107";"x108";"x109";"x110";"x111";"x112";"x113";"x114";"x115";"x116";"x117";"x118";"x119";"x120";"x121";"x122";"x123";"x124";"x125";"x126";"x127";"x128";"x129";"x130";"x131";"x132";"x133";"x134";"x135";"x136";"x137";"x138";"x139";"x140";"x141";"x142";"x143";"x144";"x145";"x146";"x147";"x148";"x149";"x150";"x151";"x152";"x153";"x154";"x155";"x156";"x157";"x158";"x159";"x160";"x161";"x162";"x163";"x164";"x165";"x166";"x167";"x168";"x169";"x170";"x171";"x172";"x173";"x174";"x175";"x176";"x177";"x178";"x179";"x180";"x181";"x182";"x183";"x184";"x185";"x186";"x187";"x188";"x189";"x190";"x191";"x192";"x193";"x194";"x195";"x196";"x197";"x198";"x199";"x200";"y"
-0,47;1,18;-6,87;4,06;-7,1;1,92;-0,21;-12,55;-5,9;-9,71;5,72;6,99;3,3;6,51;2,17;-7,07;-9,1;2,09;-9,94;40,2;7,5;7,03;22,8;3,07;5,3;7,31;15,14;-10,1;-2,15;-19,79;-12,22;-6,55;9,27;25,51;3,15;1,38;-4,71;-10,44;0,14;11,04;8,39;30,8;5,73;-0,72;17,57;1,83;14,05;32,27;15,86;8,49;4,8;-7,23;40,32;-4,66;-3,17;25,96;16,12;-9,16;25,16;0,43;-40,02;29,27;-3,9;-36,91;-12,25;-6,57;44,4;31,11;16,74;40,4;-12,58;19,42;-18,73;0,44;16,35;-14,44;9,84;16,84;17,68;-21,03;19,63;8,76;-28,29;-48,71;27,35;33,77;-1,99;9,59;-31,67;-48,7;-19,29;-9,41;1,78;36,69;10,57;14,44;5,41;-74,87;-22,71;16,53;13,66;-0,8;-97,34;-16,34;35,16;24,75;29,33;9,46;-5,91;-0,82;18,5;44,82;-124,27;-26,24;37,16;1,14;32,09;-61,03;-40,42;77,32;9,21;49,31;15,24;25,46;-9;0,27;1,92;-41,93;-14,36;-15,44;-55,82;31,66;-98,06;-94,2;29,01;-47,1;83,32;98,71;65,6;14,58;-58,55;90,76;-13,98;-47,69;-21,85;-4,71;84,37;90,34;-1,53;-35,62;-45,64;16,69;-35,83;-5,87;-54;77,9;-0,35;-12,19;41,67;22,34;19,27;245,08;-44,73;-18,1;-34,36;-52,03;3,09;-95,57;143;-66,14;136,88;-61,21;29,94;31,88;13,59;49,16;-143,51;61;-5,52;-60,25;189,51;-18,67;49,88;-31,56;219,24;23,49;-136,62;141,93;131,16;-121,24;25,98;165,73;-32,16;70,39;-58,8;109,67;-38,47;-126,83;341,96;-26,46;91,5
-6,51;-2,07;-7,17;2;-16,48;8,56;-6,71;-7,06;1,52;-8,59;20,26;13,45;1,28;11,19;19,83;3,39;-0,35;11,36;-19,4;31,69;0,68;14,32;15,05;-10,76;-11,85;-7,78;6,41;0,44;-8,26;-22,48;-16,53;8,36;14,15;12,89;8,41;-7,22;-8,93;-2,02;1,55;14,11;23,93;16,44;9,13;0,87;61,4;-1,5;-15,39;34,22;28,75;3,92;6,61;-5,97;32,1;-17,49;-4,36;11,01;24,05;-8,36;28,29;2,65;-34,72;17,1;-1,92;-8,18;-28,65;-10,17;50,91;-9,81;-1,44;31,53;15,98;21,65;-4,25;7,39;2,28;-43,35;1,54;19,75;41,75;-15,6;32,48;-4,41;-13;-48,3;34,48;34,44;-15,73;12,78;-49,03;-70,37;-1,54;-26,21;25,97;27,42;7,54;-0,87;26,89;-59,49;5,04;-44,33;38,31;-36,93;-129,31;-9,66;19,95;23,59;-2,99;29,01;-47,86;-78,7;-17,76;42,26;-125,21;-14,69;55,26;32,96;46,09;-50,2;-16,98;134,99;-2,17;55,31;-16,37;43,67;-11,64;15,45;4,44;-86,4;5,53;-3,86;-27,7;27,74;-28,59;-128,98;167,31;14,99;69,21;126,67;117,7;46,54;-122,51;42,97;-29,49;-1,75;-67,05;-25,9;70,46;86,95;19,73;-18,83;-50,35;-17,91;-31,66;20,88;-79,84;114;-43,42;-81,28;37,74;13,95;2,56;184,98;-12,2;-104,93;31,51;-112,5;-3,4;-129,64;17,27;68,5;167,69;-34,18;40,21;46,43;5,88;60,12;-120,84;58,63;72,35;32,02;295,45;-35,62;-57,84;-20,81;146,37;21,84;-198,58;85,65;289,77;51,92;12,89;169,6;25,16;18,97;-84,3;122,23;-33,46;-252,67;481,91;-39,21;106,45
-4,16;-2,45;-3,83;12,68;4,12;-0,26;-7,24;-1,25;10,08;0,48;10,3;18,19;2,39;0,76;10,85;-7,03;7,51;-3,51;-6,18;16,73;6,13;15,63;11,24;-14,48;-2,17;13,41;15,6;-4,4;-0,29;-26,88;-3,43;-5,05;14,23;0,09;-1,51;-6,14;2,22;6,06;5,16;6,73;-1,25;37,46;8,2;7,2;14,32;16,82;-3,35;15,61;3,15;17,54;9,11;-9,74;-4,26;-5,41;-0,48;16,54;21,8;-16,13;2,38;10,3;17,98;-18,24;-1,19;-8,63;-0,52;22,29;2,79;-13,03;0,96;41,02;5,48;16,5;10,08;0,59;-4,3;-7,36;22,87;16,04;-24,84;-31,16;16,86;-8,16;-3,1;20,91;19,25;42,87;-31,41;15,23;-52,31;-15,55;8,71;-18,72;-6,12;15,29;2,78;-26,76;3,49;8,49;20,18;-8,44;57,99;0,36;-46,26;15,05;-18,11;-3,51;41,13;7;13,49;12,35;-0,28;32,7;-105,87;-5,29;21,21;16,26;22,21;-29,5;9,18;1,19;1,5;3,26;-18,11;-19,99;-13,29;30,57;0,29;-14,13;-22,81;19,35;35,36;73,02;11,68;-95,03;-3,72;-1,67;0,15;-2,97;37,38;58,9;-38,21;16,54;-10,87;13,52;-116,34;-19,43;187,79;-17,85;-36,94;0,51;-9,65;20,65;-97,92;80,24;-5,22;-12,34;-7,17;-23,62;67,48;49,13;28,93;91,56;14,29;-39,71;-32,26;-78,43;42,51;55,23;57,26;-8,08;52,84;-21,98;41,26;101,15;32,57;122,38;-99,74;58,2;16,68;-54,88;93,39;24,12;55,26;-115,7;115,96;6,7;-20,29;78,5;-18,85;-40,07;73,21;17,78;5,05;13,53;17,62;43,33;-84,22;41,71;70,92;-65,24;75,3
-4,34;-13,6;-4,43;22,08;-2,44;-5,61;-0,91;-5;-1,26;3,32;11,63;5,48;3,4;12,17;19,72;-3,43;-4,25;22,21;6,29;22,74;13,23;13,31;21,9;-0,74;-1,64;-7,57;7,3;-17,4;0,02;-4,6;-4,52;6,74;6,6;16,33;2,63;-14,46;6,58;8,79;28,9;-5,84;13,12;14,99;-19,33;10,84;21,72;-12,58;12;15,23;15,55;39,01;11,73;-8,49;6,78;1,03;-9,51;-28,14;-17,56;1,66;10,76;15,88;-10,73;22,12;-7,13;-11,75;-11,66;-19,48;36,99;32,18;9,06;30,06;47,55;29,69;-5,66;9,6;-14,28;-20,61;-73,67;29,35;14,05;-4,26;15,63;5,14;-13,88;-44,66;11,36;-55,42;-47,67;0,69;-7,34;-44,13;-18,19;-8,07;14,3;14,88;-92,62;-74,67;-10,47;-70,4;-18,48;10,55;123,8;-17,79;-57,72;-30,92;27,44;28,29;107,16;-19,91;-22,99;-69,76;9,8;28,4;-45,03;26,44;14,77;-13,91;18,98;-6,87;-17,96;61,06;85,31;4,98;5,87;45,22;59,65;10,67;-54,43;-27,15;-23,5;17,36;-5,14;98,17;-37,38;-47,87;30,97;-21,19;34,74;96,98;37,86;-83,91;-32,39;83,8;-13,81;4,11;-17,21;8,56;211,62;51,96;-306,58;-0,26;-44,65;-10,97;-60,79;366,52;-51,05;44,74;-4,92;29,08;78,1;106,28;92,97;131,23;-19,26;-22,32;-10,87;11,8;158,85;-91,27;-3,61;33,58;49,94;-87,06;25,87;-309,68;-27,51;-13,64;-127,47;-37,15;7,77;81,33;145,17;0,21;-16,33;-178,43;111,64;29,43;-97,06;60,87;171,88;41,96;188,13;170,58;42,39;-145,07;-95;100,04;-227,09;-129,96;162,52;-208,4;45,83
-7,7;-6,69;-1,41;4,09;-3,31;0,38;-4,19;-14,39;14,47;-15,99;24,08;1,06;-6,03;10,19;26,06;12,66;-1;4,56;-11,26;22,44;11,78;9,17;12,6;17,91;-9,35;-2,3;8,21;-5,59;-6,75;-9,36;-0,87;23,85;8,48;6,27;10,52;-1,36;-9,67;-9,72;47,27;-2,03;11,73;-2,65;-13,8;-2,26;34,48;-17,36;-4,45;20,82;21,5;37,37;27,32;-18,4;21,32;7,49;-24,59;-34,71;-26,56;13,54;26,37;10,92;-30,61;29,11;-19,36;-13,61;-0,3;-26,18;47,52;11,31;10,59;19,52;86,97;18,06;-8,55;9,27;-10,64;-17,76;-129,06;5,62;50,64;9,95;16,79;7,78;-10,91;-32,05;0,11;-101,43;-62,55;5,38;-20,97;-32,81;-25,32;-11,66;23,44;0,24;-124,96;-64,66;-9,31;-81,68;-45,25;-7,57;168,43;-22,65;-47,32;-39,46;13,57;26,5;116,98;3,29;-17,46;-61,97;-25;4,6;-39,88;5,58;55,21;-4,24;33,45;-27,05;-44,76;80,5;123,43;17,38;-24,18;57,26;79,18;18,12;-110,71;-61,44;-2;26,15;-44,8;90,88;49,87;-59,62;118,83;-2,77;55,41;88,88;61,53;-166,23;-86,84;-19,02;-22,69;-40,82;47,5;-30,1;157,9;63,43;-374,27;27,8;-53,67;-32,13;-5,56;462,12;-104,74;61,01;11,54;-39,41;66,83;110,75;110,38;21,81;-18,86;-37,36;22,44;-27,43;182,87;-68,6;-33,66;-0,86;73,53;-147,92;22,93;-553,95;-117,11;14,59;-20,35;-46,05;45,8;55,12;159,59;-54,82;-50,72;-107,78;4,06;1,29;-79,96;-2,95;191,33;10,76;212,22;134,76;46,51;-189,59;-82,3;58,21;-214,79;-143,28;239,62;-275,71;-18,03
4,73;-3,56;-4,17;14,58;-4,3;5,69;8,52;-9,39;7,19;-4,56;22,4;3,11;-1,53;-0,14;16,45;-4,6;-2,58;10,67;9,68;27,36;2,39;-0,87;23,23;0,69;7,54;7,73;11,89;-6,92;-0,86;-19,75;-9,62;-10,08;15,94;19,37;-0,28;-11,9;5,37;-2,29;31,3;0,29;-5,28;24,61;-3,54;5,44;-15,65;2,21;-1,15;1,01;-4,75;25,83;37,75;-19,27;-7,3;-8,32;-13,9;-15,16;-1,59;13,17;-7,22;13,92;8,17;-9,22;-11,62;15,98;-9,58;-3,1;-10,93;33,26;2,92;38,93;51,49;21,45;-0,14;0,61;-18,24;-16,42;-68,36;26,89;-6,98;-18,04;0,39;11,26;-22,16;-56,89;6,65;-53,73;-66,84;22,72;-36,71;-42,57;-22,39;-1,71;14,38;28,15;-88,07;-85,26;-10,78;8,13;-31,29;7,52;166,9;13,04;-104,57;0,5;32,35;23,28;121,34;12,16;-23,02;16,65;-2,65;38,66;-111,86;-8,13;17,03;-13,91;9,38;-27,21;-28,86;33,63;97,76;9,98;12,41;-16,56;66,49;41,92;-104,84;-57,7;-38,66;31,32;9,03;153,82;-97,94;-81,4;46,66;-18,63;-1,69;5,22;55,9;-74,01;-37,93;96,15;-0,41;4,97;-43,09;-14,29;294,21;20,05;-330,64;-27,54;-49,23;43,45;-117,18;407,97;-35,64;-14,7;-11,02;36,33;92,73;129,2;130,56;226,41;-5,17;-29,32;-12,23;-41,23;180,17;-112,25;72,77;-20,98;-45,73;-77,88;20,53;-293,65;-50,62;41,27;-121,05;-22,93;-68,63;-90,15;200,03;-33,56;26,51;-196,28;140,27;154,17;-114,73;78,44;111,28;-15,59;229,63;124,6;-39,33;-122,37;-47;131,57;-220,42;-103,55;94,03;-248,01;17,68
-3;6,33;-3,09;8,48;-9,65;-5,12;-2,42;-18,21;13,78;-7,59;7,1;8,73;-12,54;7,05;21,9;8,41;6,11;4,36;-4,11;10,27;12,76;-2,19;16,76;10,39;0,03;-6;1,55;6,39;-10,65;5,46;-18,84;13,33;7,58;4,87;4,86;-1,27;17,53;6,87;38,19;-5,81;4,69;-3,76;-14,85;17,56;27,36;-13,11;-3,48;9;3,46;36,33;47,5;-43,9;35,55;0,73;-36,13;-74,58;-48,74;20,35;17,49;31,07;-41,68;35,22;-4,16;-9,45;-10,83;-14,32;22,14;15,42;10,98;1,59;100,59;5,28;-15,62;8,78;-26,93;-15,19;-186,86;-11,37;33,02;8,98;19,78;8,92;-6,21;-16,93;-22,09;-184,93;-53,87;-8,57;5,21;14,24;-21,54;5,17;9,94;-1,47;-178,57;-136,94;1,54;-69,07;-70,26;32,82;196,94;-23,63;-3,72;-30,75;13,33;18,28;170,05;1,79;12,58;-49,45;14,3;-6,82;2,01;8,74;20,7;-25,34;7,72;-15,44;-52,18;57,41;180,13;16,37;-0,48;40,25;167,04;11,77;-180,8;-30,94;7,4;2,84;-48,25;111,02;4,23;28,19;11,71;-23,41;40,72;65,85;-9,49;-316,77;-6,21;-30,73;-9,17;-27,06;157,4;-3,39;110,52;51,98;-569,94;17,45;-20,33;-17,78;77,81;673,79;-48,29;52,15;-13,07;-15,55;24,12;142,43;144,63;-1,06;-18,62;36,23;-17,14;64,18;280,92;-10,94;-5,93;15,85;75,7;-67,09;-19,4;-786,07;-153,85;-36,58;67,58;-147,65;40,14;56,37;3,41;-7,28;29,74;-143,48;-71,5;6,35;16,96;-14;-1,78;35,39;308,25;57,25;32,53;-292,01;-15,17;24,05;-244,51;-18,4;162,47;-356,39;-43,26
-10,05;-9,57;-0,33;6,78;-2,41;8,76;1,3;-18,64;5,43;-16,3;28,03;7,04;0,54;3,64;23,01;9,31;15,28;-7,96;7,8;33,35;10,96;19,48;10,94;-2,26;6,09;-6,45;7,08;-5,46;4,26;-22,24;-17,47;11,36;12,54;12,36;5,54;-10,12;6,6;1,6;27,53;-2,68;-2,45;10,66;-7,36;-7,69;-7,45;-17,11;-21,97;-4,62;-7,23;33,95;5,01;-9,46;25,02;-7,57;-25,76;-20,53;-29,15;-9,68;19,12;3,33;-9,88;32,77;-6,75;-1,55;-9,49;-11,92;-6,66;-8,88;-10,82;25,67;48,96;-10,24;-11,46;14,75;1,16;7,32;-45,45;29,56;8,17;13,13;-7,36;-11,67;-22,34;-48,41;43,1;-17,77;-10,99;-9,68;-57,42;-80,88;-0,66;10,73;-0,36;16,51;-15,8;36,51;-17,53;-33,51;23,09;-61,63;31,39;-36,46;-127,15;-25,46;19,5;17,44;-15,76;-24,3;-43,24;-37,81;-77,04;39,33;-126,13;55,52;64,67;39,97;-42,47;-39,94;-27,18;-5,3;-21,13;-30,87;-37,58;14,02;-14,1;-15,49;-12,42;-72,26;40,7;-4,55;-14,96;-11,05;44,61;-167,93;210,4;8,17;0,29;-42,04;130,93;-84,5;-155,36;29,13;9,14;26,68;73,64;8,41;-164,25;30,32;44,94;34,98;-61,56;-16,66;122,11;39,21;-123,64;-12,2;38,47;78,04;-50,54;-7,59;1,37;128,46;-6,43;-134,24;41,75;-119,61;-31,38;-94,59;4,95;-6,44;-41,09;-86,41;42,89;-256,5;-69,99;75,94;-136,29;152,54;-21,33;67,94;336,61;42,99;-83,61;148,77;147,03;-15,88;-226,3;79,93;399,3;-8,76;-61,26;224,99;-8,63;-68,2;-132,01;125,77;33,16;-288,42;-152,86;-103,26;-49,31
3,3;4,18;5,24;19,03;-1,03;-12,94;-0,7;-5,14;5,04;-1,97;13,63;14,57;-8,64;23;1,51;20,55;18,85;-1,41;0,79;19,13;8,87;8,89;18,79;-6,17;-0,05;6,44;5,25;-10,55;0,48;-4,76;-17,84;16,66;11,38;26,16;9,57;-11,67;13,21;8,9;16,54;-6,32;25;13,39;4,35;11,65;11,19;-36,28;-4,77;16,9;4,22;33,01;37,63;-26,61;18,27;3,8;-8,03;0,84;5,13;1,75;40,81;2,48;-45,22;56,5;-9,54;-15,55;-18,26;-13,38;52,35;10,88;9,2;28,33;36,78;40,52;-7,47;1,06;-18,94;9,53;-19,98;25,46;53,43;-23,41;13,39;15,55;2,79;-41,42;12,17;-18;-51,98;23,66;-24,37;-55,3;12,71;-6,67;32;0,47;-47,88;-89,43;-73,63;-90,83;-24,03;-24,88;129,64;-16,43;-104,77;-70,4;46,13;70,96;96,85;-1,85;-22,49;-17,5;34,16;56,15;-65,68;26,78;20,67;30,02;-52,5;-15,01;-25,53;63,63;55,58;27,25;-49,5;76,57;41,69;37,08;-53,49;-95,57;-63,82;89,69;-82,69;138,52;-22,64;-69,49;170,25;-21,48;68,94;66,39;63,74;-20,65;-74,97;47,56;-2,55;-90,81;-75,94;-51,4;296,37;79,13;-253,19;62,87;-85,53;-18,2;-134,84;320,42;-92,54;-53;66,83;99,83;106,82;112,79;86,3;139,32;-30,62;-75,03;50,74;33,12;154,22;-132,84;63,96;-169,45;12,77;-37,23;25,43;-134,63;-3,64;-53,9;-0,89;37,62;-84,32;87,04;254,36;-60,71;-111,3;-232,47;60,1;74,6;-179,45;12,81;472,99;-20,96;221,64;217,8;70,24;-38,43;-97,96;163,05;-171,48;-345,51;51,06;-191,61;66,3
-2,71;-9,82;-12,18;15,07;4,6;7,38;5,22;-4,28;7,66;-7,89;24,05;3,08;-5,44;4,97;10,19;11,93;-3,26;8,93;-4,36;29,67;11,32;-3,2;11,16;10,84;-2,62;4,01;2,23;5,39;-2,54;-17,54;-13,59;-4,19;23,37;13;9,17;-9,36;1,2;-4,75;50,64;-15,08;12,81;21,59;-6,05;3,98;6,12;-10,48;-17,4;11,8;-9,3;35,95;51,85;-20;1,51;0,27;-30,27;-53,9;-16,76;2,4;11,74;34,9;-19,66;24,91;-6,42;-7,08;-4,93;14,3;45,55;-2,74;4,98;33,12;92,79;20,05;-6,24;-9,2;-32,79;-6,48;-132,79;28,42;37,04;-0,82;18,89;2,48;-10,3;-42,21;18,08;-126,63;-65,89;25,03;-40,76;-39,84;19,61;-23,37;-2,39;30,18;-140,96;-98,2;-31,68;-75,08;-2,83;-23,27;241,56;-17,51;-114,76;-50,18;31,9;44,64;170,41;-15,59;-15,19;-16,97;-29,02;47,45;-105,84;-1,84;19,35;28,52;-22,16;-23,57;-19,88;44,42;148,25;22,52;-29,92;50,26;115,19;47,27;-183,93;-56,47;-15,97;14,42;-52,92;143,04;-31,44;-97,36;152,12;-14,44;28,24;41,72;71,6;-193,03;-94,03;29,76;1,64;-25,37;-3,79;-32,51;244,08;64,77;-447,7;26,29;-51,76;-18,01;-62,13;550,87;-58,66;41,23;-19,31;19,93;80,8;119,19;167,9;127,63;-27,55;-73,99;26,46;-21,49;253,09;-74,94;67,13;-47,76;42,5;-93,46;16,42;-468,48;-99,82;13,04;-44,67;-103,34;-24,91;-56,27;224,1;-10,85;-72,72;-159,51;97,21;12,97;-166,96;62,39;314,62;-82,21;239,05;157,1;-7,41;-261,65;-53,79;133,9;-263,68;-231,55;167,42;-300,59;-17,51
-1,69;-0,5;4,32;5,49;-13,73;-3,64;0,23;-7,1;-0,63;-8,9;18,94;-0,58;-13,93;3,99;7,36;2,01;8,33;-4,09;-0,18;37,68;5,84;-5,42;26,72;21,83;4,36;-7,78;6,46;-12,04;-9,33;-8,21;-31,04;-1,94;15,45;19,51;-0,46;12,81;-5,02;3,87;34,02;0,82;-1,67;23,53;-15,71;2,63;-2,46;-23,08;-2,86;7,71;-11,98;30,81;23,88;-3,91;44,49;-18,77;-6,73;-14,48;-7,23;15,22;27,58;-12,36;-54,73;42,64;-22,09;-9,08;-15,05;-21,64;13,94;45,78;2,97;40,09;51,21;-23,92;-19,23;-5,09;-33,54;6,01;-63,22;37,08;36,09;40,78;-2,15;17,89;-25,96;-76,21;12,57;-53,16;-72,7;33,11;-23,45;-69,36;-27,76;17,62;-18,74;31,77;-73,53;-101,04;-4,48;-46,92;-27,19;11,69;150,79;-51,57;-119,9;-45,72;50,11;10,91;143,29;-0,13;-43,85;-24,08;58,28;51,64;-107,95;6,34;19,96;-11,7;-36,95;-18,69;-43,65;25,2;110,13;9,92;9,35;40,47;56,43;-4,79;-74,3;-62,85;-88,27;-49,41;-82,33;94,79;-82,2;-99,06;101,53;-9,32;31,84;-33,73;72,08;-73,62;-69,15;124,29;27,76;-0,11;-58,48;19,64;342,96;53,67;-401,39;22,3;-73,11;-33,63;-111,2;438,08;-88,14;44,7;17,09;19,01;152,6;136,23;80,27;235,9;-24,23;-53,28;-2,38;-0,11;218,12;-166,56;5,9;-19,73;-9,32;-75,71;23,43;-325,6;-22,61;4,67;-182,27;-23,73;-17,65;-11,78;263,03;17,99;-37,93;-310,09;198,97;-52,86;-176,58;126,55;265,77;-40,8;289,13;235,18;-39,92;-73,74;-118,53;162,91;-224;-239,52;-35,46;-206,75;-14,21
0,34;-5,84;5,01;0,77;7,86;-6,97;-4,12;-5,94;5,28;-7,03;5,53;6,54;-6,95;10,37;9,68;10,69;21,39;-16,57;3,06;8,62;6,61;10,24;11,19;0,72;-3,13;4,45;-1,46;-4,14;9,71;4,7;-12,61;22,07;11,19;-3,68;10,65;-18,8;7,72;1,85;21,36;-4,57;-13,43;8;9,5;-3,12;-19,13;8,19;-21,52;1,39;-27,37;34,09;20,59;-26,8;1,85;-12,62;-5,23;2,8;-13,79;-1,54;2,38;-2,25;17,66;11,75;-3,4;8,32;-5,05;-1,74;-7,46;-18,39;1,51;18,88;39,62;3,13;11,14;-9,48;-0,38;24,13;-8,66;28,72;4,66;3,68;-5,06;-11,65;4,85;-37,42;13,19;-3,55;-58,03;47,89;-7,65;-19,31;14,81;-12,39;-6,01;12,03;-20,44;-38,44;-34,42;7,76;-2,93;-7,35;103,17;-42,85;-62,74;-16,55;24,58;13,02;67,94;-5,21;-15,65;-25,84;-24,1;37,78;-25,09;56,16;-10,33;15,72;-52,05;11,24;6,59;-34,34;23,29;-51,17;-20,27;-16,37;6,52;22,21;-49,73;-41,21;-35,58;3,25;8,65;125,81;21,17;-76,73;66,52;-5,64;-34,37;-138,49;23,14;-23,46;-66,61;-8,36;15,83;46,29;-61,1;-17,23;159,2;6,22;-78,29;68,55;-0,48;-25,32;-41,55;172,58;-47,28;-59,44;34,74;50,35;58,95;67,43;61,41;55,46;38,53;-51,87;25,73;35,98;50,07;-32,95;-8,42;21,3;-114,45;-60,95;5,46;-93,31;-36,71;6,94;-31,16;160,08;-8,08;0,85;116,1;28,94;-40,53;-66,05;-22,14;-28,6;-59,29;-48,33;192,05;-0,28;113,82;128,04;-17,86;-0,31;-52,41;112,73;-55,64;-122,02;-218,9;-168,95;-4,7
4,12;-7,97;3,16;11,79;2,64;8,34;-4,42;-19,01;6,13;-10,96;18,77;7,29;-8,65;12,99;17,46;9,59;11,29;3,23;2,99;36,54;2,34;2,46;5,33;7,82;-5,18;11,8;18,04;-11,63;0,51;-27,3;-8,74;8,03;21,19;18,57;8,55;-13,39;-4,66;-4,66;26,15;4,1;2,87;19,08;3,56;4,25;-0,66;-13,02;-14,24;10,46;1,23;34,1;29,58;-20,32;-3,3;-4,19;-4,14;-1,08;18,37;-19,11;13,78;8,47;-5,27;7,37;-13,25;6,27;-5,45;-1,86;25,98;-4,6;11,61;28,27;63,18;35,67;7,74;-12,65;-27,46;-1,67;-45,22;25,94;10,13;-17,74;6,17;14,92;-7;-3,95;16,41;-24,51;-100,46;50,95;-78,14;-66,24;-3,1;-16,34;14,36;-1,07;-78,44;-113,99;-30,01;-3,7;21,58;-54,35;208,9;-19;-85,43;-24,58;-7,39;14,76;148,64;17,92;-20,7;-9,54;30,57;33,46;-106,23;0,62;47,45;49,3;0,1;-25,74;-17,49;42,1;95,33;-12,36;-47,82;3;43,53;50,54;-93,08;-66,96;-87,42;45,59;4,1;180,9;81,73;-135,72;170,79;-8,35;30,52;0,08;103,51;5,47;-123,69;28,69;4,13;-17,21;-136,26;-23,82;474,87;20,74;-378,08;16,02;-76,27;-2,99;-219,86;475,93;-115,34;-37,46;40,62;11,07;186,6;168,21;135,4;90,02;20,9;-118,14;28,6;-122,7;222,09;-55,48;-1,88;-8;-55,4;-102,78;61,93;-208,84;-32,88;103,1;-99,39;15,73;-20,51;18,02;253,42;-61,75;-62,37;-334,42;161,42;99,51;-174,96;98,55;305,85;9,09;315,52;140,47;12,71;-56,66;-63,71;88,97;-275,96;-227,13;7,72;-263,56;42,71
-9,54;9,72;4,58;-4,16;-9,72;8,64;-1,04;-10,39;8,85;-7,57;7,94;-5,33;25,66;5,6;12,15;-0,37;-3,58;13,2;4,82;16,8;7,35;40,84;7,74;-21,31;-3,62;-4,6;16,99;12,1;-4,96;-3,58;-15,37;20,94;-0,33;-0,25;-4,73;2,27;0,48;-5,92;-19,55;4,49;7,55;1,68;16,55;1,34;7,12;-12,19;-4,18;6,82;9,91;-8,84;-9,31;-10,96;18,58;-6,65;-38,46;2,21;-3,87;-0,04;19,55;22,97;-16,97;5;5,15;0,05;-8,95;-12,54;30,59;3,27;-20,59;15,05;-13,16;13,9;-11,74;23,33;34,96;-13,99;20,18;-10,1;16,25;39,24;7,01;1,55;-15,3;-4,92;4,26;67,25;71,88;-38,32;-15,63;-4,21;-26,64;-1,46;-18,81;3,7;87,54;153,19;14,19;-44,12;-46,06;-0,01;-112,86;-41,78;-19,23;-35,73;4,76;2,09;-152,65;-9,07;9,18;-65,48;-115,37;-5,16;-40,9;-15,84;55,99;-2,77;37,61;-46,85;-37,99;76,14;-127,5;-21,24;1,95;24,66;-72,14;-25,06;63,76;-32,53;139,34;-6,95;-19;-135,23;21,84;-34,82;13,31;6,05;18,73;22,45;32,66;1,33;-44,16;-48,26;10,09;45,36;89,22;-5,75;-519,79;22,62;449,2;-13,15;-11,05;-7,87;251,03;-455,68;-51,15;68,04;65,08;-82,35;-147,72;-184,92;-99,09;39,18;-29,95;18,04;-18,46;-38,87;-237,95;-8,84;-62,64;94,58;-58,87;6,95;4,28;211,88;-14,89;36,39;29,79;155,94;0,78;-23,19;50,38;-53,73;65,92;462,74;-8,01;48,12;-0,3;9,01;-24,17;-12,3;-378,24;62,61;-99,31;38,66;-29,45;-9,72;240,73;8,45;38,6;150,1;-16,15
